ticker,institutional_pct,insider_pct,short_pct,float_shares_m,num_inst_holders,insider_buys,insider_sells,insider_sentiment,institutional_score,institutional_stage
IQV,100.8,1.0,2.85,161.0,10,0,0,Neutral,70,Strong Institutional Support
IR,106.19,0.26,6.07,393.9,10,0,0,Neutral,65,Institutional Support
IRM,88.16,0.78,4.2,292.99,10,0,0,Neutral,65,Institutional Support
ISRG,88.83,0.54,2.02,352.97,10,0,0,Neutral,70,Strong Institutional Support
IT,107.39,3.28,7.61,69.62,10,0,0,Neutral,65,Institutional Support
ITW,84.96,0.34,2.66,262.57,10,0,0,Neutral,70,Strong Institutional Support
IVZ,96.03,0.65,5.78,332.81,10,0,0,Neutral,65,Institutional Support
J,92.29,0.61,3.28,115.9,10,0,0,Neutral,65,Institutional Support
JBHT,78.83,20.46,3.58,75.04,10,0,0,Neutral,60,Institutional Support
JBL,99.23,1.34,4.07,103.48,10,0,0,Neutral,65,Institutional Support
JCI,95.62,0.19,2.6,609.97,10,0,0,Neutral,70,Strong Institutional Support
JKHY,100.28,0.59,4.8,71.68,10,0,0,Neutral,65,Institutional Support
JNJ,75.59,0.05,0.89,2405.58,10,0,0,Neutral,65,Institutional Support
JNPR,0.0,0.0,0.0,0.0,0,0,0,Unknown,45,Neutral
JPM,74.17,0.38,0.75,2681.88,10,0,0,Neutral,65,Institutional Support
K,87.64,0.51,3.54,343.08,10,0,0,Neutral,65,Institutional Support
KDP,93.97,4.96,3.37,1218.26,10,0,0,Neutral,65,Institutional Support
KEY,91.08,0.28,2.64,1098.12,10,0,0,Neutral,70,Strong Institutional Support
KEYS,92.45,0.6,1.97,170.86,10,0,0,Neutral,70,Strong Institutional Support
KHC,61.67,27.85,7.43,852.39,10,0,0,Neutral,60,Institutional Support
KIM,98.21,2.15,4.83,661.15,10,0,0,Neutral,65,Institutional Support
KKR,62.21,23.59,1.54,684.58,10,0,0,Neutral,65,Institutional Support
KLAC,94.43,0.1,2.59,130.76,10,0,0,Neutral,70,Strong Institutional Support
KMB,85.03,0.66,10.9,330.78,10,0,0,Neutral,55,Institutional Support
KMI,68.93,12.78,2.39,1938.66,10,0,0,Neutral,65,Institutional Support
KMX,102.13,0.44,13.52,140.97,10,0,0,Neutral,55,Institutional Support
KO,66.16,9.89,0.84,3872.87,10,0,0,Neutral,65,Institutional Support
KR,82.0,8.78,5.71,739.98,10,0,0,Neutral,65,Institutional Support
KVUE,98.69,0.04,3.97,1913.45,10,0,0,Neutral,65,Institutional Support
L,60.81,18.94,1.95,168.95,10,0,0,Neutral,65,Institutional Support
LDOS,80.79,0.55,2.17,126.91,10,0,0,Neutral,70,Strong Institutional Support
LEN,99.17,5.38,5.52,213.18,10,0,0,Neutral,65,Institutional Support
LH,98.21,0.33,4.76,82.52,10,0,0,Neutral,65,Institutional Support
LHX,89.12,0.33,2.14,186.2,10,0,0,Neutral,70,Strong Institutional Support
LIN,87.77,0.24,1.6,464.57,10,0,0,Neutral,70,Strong Institutional Support
LKQ,103.57,0.46,7.42,254.25,10,0,0,Neutral,65,Institutional Support
LLY,83.49,0.16,0.97,893.08,10,0,0,Neutral,70,Strong Institutional Support
LMT,75.23,0.08,1.33,195.52,10,0,0,Neutral,65,Institutional Support
LNT,89.04,0.23,8.71,256.34,10,0,0,Neutral,65,Institutional Support
LOW,80.39,0.11,1.9,559.8,10,0,0,Neutral,70,Strong Institutional Support
LRCX,88.42,0.31,2.79,1243.43,10,0,0,Neutral,70,Strong Institutional Support
LULU,77.69,4.61,5.5,107.78,10,0,0,Neutral,60,Institutional Support
LUV,102.2,1.25,4.96,438.5,10,0,0,Neutral,65,Institutional Support
LVS,42.59,57.66,4.12,316.71,10,0,0,Neutral,50,Neutral
LW,94.38,3.0,5.17,137.64,10,0,0,Neutral,65,Institutional Support
LYB,70.49,20.47,6.88,255.84,10,0,0,Neutral,60,Institutional Support
LYV,82.95,32.64,11.47,156.27,10,0,0,Neutral,55,Institutional Support
MA,91.48,0.52,0.81,886.11,10,0,0,Neutral,70,Strong Institutional Support
MAA,99.09,0.67,3.79,115.87,10,0,0,Neutral,65,Institutional Support
MAR,65.8,17.91,3.45,234.08,10,0,0,Neutral,60,Institutional Support
MAS,99.02,0.22,4.51,206.87,10,0,0,Neutral,65,Institutional Support
MCD,75.32,0.22,1.09,711.06,10,0,0,Neutral,65,Institutional Support
MCHP,98.08,2.1,5.69,529.6,10,0,0,Neutral,65,Institutional Support
MCK,91.86,0.03,1.65,122.32,10,0,0,Neutral,70,Strong Institutional Support
MCO,79.24,13.95,1.65,164.75,10,0,0,Neutral,65,Institutional Support
MDLZ,88.72,0.2,2.97,1278.24,10,0,0,Neutral,70,Strong Institutional Support
MDT,87.87,0.29,1.31,1279.68,10,0,0,Neutral,70,Strong Institutional Support
MET,78.55,16.52,1.82,546.72,10,0,0,Neutral,65,Institutional Support
META,79.52,0.06,1.49,2182.63,10,0,0,Neutral,65,Institutional Support
MGM,74.48,26.75,15.18,189.06,10,0,0,Neutral,50,Neutral
MHK,85.53,17.62,6.44,51.14,10,0,0,Neutral,65,Institutional Support
MKC,92.48,0.01,0.0,264.84,10,0,0,Neutral,70,Strong Institutional Support
MKTX,100.07,2.34,6.33,35.86,10,0,0,Neutral,65,Institutional Support
MLM,98.99,0.74,3.79,59.84,10,0,0,Neutral,65,Institutional Support
MMC,92.08,0.07,1.01,489.04,10,0,0,Neutral,70,Strong Institutional Support
MMM,75.15,0.11,1.41,525.85,10,0,0,Neutral,65,Institutional Support
MNST,70.63,28.59,2.63,696.87,10,0,0,Neutral,65,Institutional Support
MO,62.89,0.09,2.85,1673.8,10,0,0,Neutral,65,Institutional Support
MOH,111.11,1.38,7.88,47.56,10,0,0,Neutral,65,Institutional Support
MOS,96.98,0.47,5.57,315.72,10,0,0,Neutral,65,Institutional Support
MPC,76.84,0.28,3.37,294.16,10,0,0,Neutral,60,Institutional Support
MPWR,102.21,4.31,5.67,46.5,10,0,0,Neutral,65,Institutional Support
MRK,80.32,0.06,1.51,2478.0,10,0,0,Neutral,70,Strong Institutional Support
MRNA,71.19,7.41,21.86,364.15,10,0,0,Neutral,50,Neutral
MRO,0.0,0.0,0.0,0.0,0,0,0,Unknown,45,Neutral
MS,63.18,24.04,1.32,1201.58,10,0,0,Neutral,65,Institutional Support
MSCI,95.99,3.56,2.68,69.47,10,0,0,Neutral,70,Strong Institutional Support
MSFT,76.1,0.07,0.74,7414.71,10,0,0,Neutral,65,Institutional Support
MSI,87.7,0.43,1.71,165.82,10,0,0,Neutral,70,Strong Institutional Support
MTB,92.28,0.39,4.21,151.11,10,0,0,Neutral,65,Institutional Support
MTCH,109.8,0.65,6.92,230.87,10,0,0,Neutral,65,Institutional Support
MTD,103.7,0.45,3.08,20.21,10,0,0,Neutral,65,Institutional Support
MU,83.37,0.24,2.46,1121.16,10,0,0,Neutral,70,Strong Institutional Support
NCLH,83.4,0.34,11.48,453.16,10,0,0,Neutral,55,Institutional Support
NDAQ,86.31,10.77,1.98,508.65,10,0,0,Neutral,70,Strong Institutional Support
NDSN,79.17,5.69,2.76,49.74,10,0,0,Neutral,65,Institutional Support
NEE,83.52,0.11,2.05,2084.86,10,0,0,Neutral,70,Strong Institutional Support
NEM,80.24,0.24,2.62,1088.8,10,0,0,Neutral,70,Strong Institutional Support
NFLX,86.0,0.56,1.68,4192.94,10,0,0,Neutral,70,Strong Institutional Support
NI,101.23,0.27,2.92,475.65,10,0,0,Neutral,70,Strong Institutional Support
NKE,83.37,1.8,4.17,1166.28,10,0,0,Neutral,65,Institutional Support
NOC,84.65,0.22,1.14,141.55,10,0,0,Neutral,70,Strong Institutional Support
NOW,90.04,0.16,1.85,1043.2,10,0,0,Neutral,70,Strong Institutional Support
NRG,95.4,13.4,2.51,152.14,10,0,0,Neutral,70,Strong Institutional Support
NSC,77.1,0.07,3.79,224.03,10,0,0,Neutral,60,Institutional Support
NTAP,100.11,0.5,9.49,196.94,10,0,0,Neutral,65,Institutional Support
NTRS,88.4,0.76,0.97,183.38,10,0,0,Neutral,70,Strong Institutional Support
NUE,77.48,3.17,2.73,221.24,10,0,0,Neutral,65,Institutional Support
NVDA,69.59,4.33,1.12,23330.92,10,0,0,Neutral,65,Institutional Support
NVR,90.92,5.28,3.54,2.75,10,0,0,Neutral,65,Institutional Support
NWS,49.16,34.35,12.18,490.77,10,0,0,Neutral,40,Institutional Concern
NWSA,107.08,0.07,2.52,490.77,10,0,0,Neutral,70,Strong Institutional Support
NXPI,98.08,0.13,3.64,252.1,10,0,0,Neutral,65,Institutional Support
O,80.56,0.1,4.67,917.93,10,0,0,Neutral,65,Institutional Support
ODFL,80.94,10.23,6.7,191.85,10,0,0,Neutral,65,Institutional Support
OKE,77.45,0.19,4.15,627.41,10,0,0,Neutral,60,Institutional Support
OMC,83.1,0.78,6.63,191.52,10,0,0,Neutral,65,Institutional Support
ON,109.63,0.37,14.3,392.14,10,0,0,Neutral,55,Institutional Support
ORCL,45.01,40.59,1.7,1706.41,10,0,0,Neutral,55,Institutional Support
ORLY,87.93,0.77,1.84,834.14,10,0,0,Neutral,70,Strong Institutional Support
OTIS,92.04,0.11,2.5,387.82,10,0,0,Neutral,70,Strong Institutional Support
OXY,51.31,27.18,5.93,981.66,10,0,0,Neutral,50,Neutral
PANW,85.81,0.89,6.91,690.27,10,0,0,Neutral,65,Institutional Support
PARA,0.0,0.0,0.0,0.0,0,0,0,Unknown,45,Neutral
PAYC,94.76,11.89,7.16,48.17,10,0,0,Neutral,65,Institutional Support
PAYX,83.07,10.36,5.35,321.66,10,0,0,Neutral,65,Institutional Support
PCAR,73.58,1.93,3.32,515.01,10,0,0,Neutral,60,Institutional Support
PCG,98.53,0.18,2.09,2191.87,10,0,0,Neutral,70,Strong Institutional Support
PEG,77.95,0.1,2.1,497.98,10,0,0,Neutral,65,Institutional Support
PEP,79.71,0.18,1.59,1363.04,10,0,0,Neutral,65,Institutional Support
PFE,68.0,0.07,2.28,5675.87,10,0,0,Neutral,65,Institutional Support
PFG,75.51,1.07,2.4,218.34,10,0,0,Neutral,65,Institutional Support
PG,70.71,0.07,0.82,2319.82,10,0,0,Neutral,65,Institutional Support
PGR,88.29,0.25,1.16,583.9,10,0,0,Neutral,70,Strong Institutional Support
PH,89.83,0.16,1.09,125.79,10,0,0,Neutral,70,Strong Institutional Support
PHM,96.78,0.65,4.42,190.78,10,0,0,Neutral,65,Institutional Support
PKG,97.89,1.45,3.59,87.82,10,0,0,Neutral,65,Institutional Support
PLD,97.83,0.28,1.91,954.33,10,0,0,Neutral,70,Strong Institutional Support
PM,82.91,0.15,1.25,1552.71,10,0,0,Neutral,70,Strong Institutional Support
PNC,88.33,0.36,1.36,387.4,10,0,0,Neutral,70,Strong Institutional Support
PNR,98.04,0.77,2.83,162.09,10,0,0,Neutral,70,Strong Institutional Support
PNW,99.23,0.25,6.85,118.94,10,0,0,Neutral,65,Institutional Support
PODD,102.13,0.28,4.28,70.11,10,0,0,Neutral,65,Institutional Support
POOL,92.01,12.58,10.67,32.6,10,0,0,Neutral,55,Institutional Support
PPG,91.15,0.14,3.08,223.91,10,0,0,Neutral,65,Institutional Support
PPL,89.53,0.11,5.63,737.67,10,0,0,Neutral,65,Institutional Support
PRU,62.45,0.18,2.25,346.66,10,0,0,Neutral,65,Institutional Support
PSA,83.23,10.19,2.88,157.4,10,0,0,Neutral,70,Strong Institutional Support
PSX,77.69,0.26,2.11,402.09,10,0,0,Neutral,65,Institutional Support
PTC,101.89,0.31,4.53,118.56,10,0,0,Neutral,65,Institutional Support
PWR,95.98,0.86,3.76,147.63,10,0,0,Neutral,65,Institutional Support
PYPL,82.92,0.15,4.73,918.51,10,0,0,Neutral,65,Institutional Support
QCOM,82.4,0.12,3.36,1064.66,10,0,0,Neutral,65,Institutional Support
QRVO,93.99,1.14,4.98,84.31,10,0,0,Neutral,65,Institutional Support
RCL,90.8,0.26,4.91,256.12,10,0,0,Neutral,65,Institutional Support
REG,101.79,0.7,4.34,164.35,10,0,0,Neutral,65,Institutional Support
REGN,90.19,2.02,2.3,98.54,10,0,0,Neutral,70,Strong Institutional Support
RF,88.43,0.3,7.08,864.33,10,0,0,Neutral,65,Institutional Support
RJF,79.77,10.47,4.45,176.36,10,0,0,Neutral,60,Institutional Support
RL,101.3,3.91,6.99,37.97,10,0,0,Neutral,65,Institutional Support
RMD,66.75,0.51,9.04,144.77,10,0,0,Neutral,60,Institutional Support
ROK,86.72,0.17,2.81,111.99,10,0,0,Neutral,70,Strong Institutional Support
ROL,56.35,38.27,3.15,311.11,10,0,0,Neutral,50,Neutral
ROP,98.23,0.38,2.09,106.05,10,0,0,Neutral,70,Strong Institutional Support
ROST,93.77,2.21,2.82,315.97,10,0,0,Neutral,70,Strong Institutional Support
RSG,96.29,0.12,1.34,308.84,10,0,0,Neutral,70,Strong Institutional Support
RTX,81.56,0.08,0.72,1248.72,10,0,0,Neutral,70,Strong Institutional Support
RVTY,103.44,0.35,8.88,103.85,10,0,0,Neutral,65,Institutional Support
SBAC,100.62,0.72,2.88,105.8,10,0,0,Neutral,70,Strong Institutional Support
SBUX,85.68,0.13,3.89,1137.09,10,0,0,Neutral,65,Institutional Support
SCHW,85.11,6.2,0.96,1672.42,10,0,0,Neutral,70,Strong Institutional Support
SHW,84.36,7.18,1.55,227.91,10,0,0,Neutral,70,Strong Institutional Support
SJM,92.19,2.2,7.54,104.44,10,0,0,Neutral,65,Institutional Support
SLB,85.75,0.19,3.97,1490.7,10,0,0,Neutral,65,Institutional Support
SMCI,55.95,16.43,19.4,499.37,10,0,0,Neutral,40,Institutional Concern
SNA,95.89,2.29,5.68,50.65,10,0,0,Neutral,65,Institutional Support
SNPS,92.86,0.44,2.6,190.28,10,0,0,Neutral,70,Strong Institutional Support
SO,73.92,0.08,2.35,1098.76,10,0,0,Neutral,65,Institutional Support
SOLV,75.19,14.92,2.64,147.34,10,0,0,Neutral,65,Institutional Support
SPG,88.89,1.74,2.11,321.49,10,0,0,Neutral,70,Strong Institutional Support
SPGI,90.57,0.27,1.37,302.12,10,0,0,Neutral,70,Strong Institutional Support
SRE,96.11,0.11,1.82,651.47,10,0,0,Neutral,70,Strong Institutional Support
STE,96.79,0.31,1.48,97.69,10,0,0,Neutral,70,Strong Institutional Support
STLD,83.33,6.43,3.05,135.95,10,0,0,Neutral,65,Institutional Support
STT,95.48,0.43,1.92,263.81,10,0,0,Neutral,70,Strong Institutional Support
STX,96.11,0.28,6.59,217.33,10,0,0,Neutral,65,Institutional Support
STZ,76.93,20.06,4.98,143.66,10,0,0,Neutral,60,Institutional Support
SWK,94.52,0.33,4.22,151.03,10,0,0,Neutral,65,Institutional Support
SWKS,103.26,0.41,14.55,149.61,10,0,0,Neutral,55,Institutional Support
SYF,109.8,0.41,7.24,344.99,10,0,0,Neutral,65,Institutional Support
SYK,82.26,5.38,1.28,345.76,10,0,0,Neutral,70,Strong Institutional Support
SYY,89.97,0.2,3.13,477.55,10,0,0,Neutral,65,Institutional Support
T,67.7,0.09,1.65,7022.08,10,0,0,Neutral,65,Institutional Support
TAP,92.37,12.4,12.78,177.57,10,0,0,Neutral,55,Institutional Support
TDG,97.92,0.39,2.84,56.2,10,0,0,Neutral,70,Strong Institutional Support
TDY,97.26,0.92,2.55,46.72,10,0,0,Neutral,70,Strong Institutional Support
TECH,110.85,0.28,7.59,154.58,10,0,0,Neutral,65,Institutional Support
TEL,91.88,0.12,2.24,292.89,10,0,0,Neutral,70,Strong Institutional Support
TER,105.27,0.23,3.59,156.09,10,0,0,Neutral,65,Institutional Support
TFC,77.67,0.2,2.42,1259.25,10,0,0,Neutral,65,Institutional Support
TFX,107.47,0.33,6.91,41.71,10,0,0,Neutral,65,Institutional Support
TGT,84.3,0.26,4.04,451.6,10,0,0,Neutral,65,Institutional Support
TJX,92.82,0.1,1.18,1107.87,10,0,0,Neutral,70,Strong Institutional Support
TMO,92.48,0.15,1.04,375.08,10,0,0,Neutral,70,Strong Institutional Support
TMUS,41.27,56.47,3.39,531.63,10,0,0,Neutral,50,Neutral
TPR,100.41,0.38,7.59,201.48,10,0,0,Neutral,65,Institutional Support
TRGP,94.05,1.39,2.84,211.0,10,0,0,Neutral,70,Strong Institutional Support
TRMB,100.89,0.25,2.23,236.83,10,0,0,Neutral,70,Strong Institutional Support
TROW,81.87,1.72,11.45,214.41,10,0,0,Neutral,55,Institutional Support
TRV,89.65,0.24,1.6,216.35,10,0,0,Neutral,70,Strong Institutional Support
TSCO,97.84,0.27,6.99,526.22,10,0,0,Neutral,65,Institutional Support
TSLA,44.57,11.13,1.93,2812.64,10,0,0,Neutral,55,Institutional Support
TSN,92.44,1.64,3.24,274.86,10,0,0,Neutral,65,Institutional Support
TT,90.42,0.27,1.82,220.76,10,0,0,Neutral,70,Strong Institutional Support
TTWO,97.21,1.37,5.06,172.84,10,0,0,Neutral,65,Institutional Support
TXN,91.29,0.21,2.36,905.16,10,0,0,Neutral,70,Strong Institutional Support
TXT,88.66,0.61,3.53,175.95,10,0,0,Neutral,65,Institutional Support
TYL,98.12,0.38,3.91,42.82,10,0,0,Neutral,65,Institutional Support
UAL,90.67,0.52,4.18,324.64,10,0,0,Neutral,65,Institutional Support
UBER,85.67,0.45,2.39,2062.35,10,0,0,Neutral,70,Strong Institutional Support
UDR,103.78,0.45,4.96,296.47,10,0,0,Neutral,65,Institutional Support
UHS,98.85,5.7,5.21,52.39,10,0,0,Neutral,65,Institutional Support
ULTA,99.67,0.28,6.48,44.19,10,0,0,Neutral,65,Institutional Support
UNH,83.33,0.81,1.48,902.26,10,0,0,Neutral,70,Strong Institutional Support
UNP,87.08,0.14,4.26,591.99,10,0,0,Neutral,65,Institutional Support
UPS,67.41,0.03,2.01,738.76,10,0,0,Neutral,65,Institutional Support
URI,96.93,0.53,2.78,62.73,10,0,0,Neutral,70,Strong Institutional Support
USB,81.81,0.12,1.46,1550.57,10,0,0,Neutral,70,Strong Institutional Support
V,91.18,0.58,1.32,1739.77,10,0,0,Neutral,70,Strong Institutional Support
VICI,99.58,0.27,3.26,1064.27,10,0,0,Neutral,65,Institutional Support
VLO,85.2,0.58,4.95,303.45,10,0,0,Neutral,65,Institutional Support
VLTO,97.09,0.13,2.53,248.04,10,0,0,Neutral,70,Strong Institutional Support
VMC,95.14,0.16,4.14,131.84,10,0,0,Neutral,65,Institutional Support
VRSK,98.39,0.27,2.82,138.99,10,0,0,Neutral,70,Strong Institutional Support
VRSN,89.78,10.57,3.9,90.86,10,0,0,Neutral,65,Institutional Support
VRTX,97.76,0.17,1.97,252.84,10,0,0,Neutral,70,Strong Institutional Support
VST,92.91,0.71,3.09,316.55,10,0,0,Neutral,65,Institutional Support
VTR,101.5,0.5,3.61,472.82,10,0,0,Neutral,65,Institutional Support
VTRS,87.63,0.28,2.51,1144.18,10,0,0,Unknown,70,Strong Institutional Support
VZ,69.27,0.04,2.86,4211.22,10,0,0,Neutral,65,Institutional Support
WAB,96.18,1.1,1.42,168.94,10,0,0,Neutral,70,Strong Institutional Support
WAT,99.79,0.18,4.38,59.43,10,0,0,Neutral,65,Institutional Support
WBA,0.0,0.0,0.0,0.0,0,0,0,Unknown,45,Neutral
WBD,73.77,5.95,3.51,2343.99,10,0,0,Neutral,60,Institutional Support
WDC,107.14,0.54,11.14,336.69,10,0,0,Neutral,55,Institutional Support
WEC,84.73,0.15,4.7,324.55,10,0,0,Neutral,65,Institutional Support
WELL,99.33,0.05,2.17,685.37,10,0,0,Neutral,70,Strong Institutional Support
WFC,80.43,0.09,1.09,3085.04,10,0,0,Neutral,70,Strong Institutional Support
WM,84.17,0.27,1.16,401.74,10,0,0,Neutral,70,Strong Institutional Support
WMB,88.66,0.45,1.39,1214.22,10,0,0,Neutral,70,Strong Institutional Support
WMT,38.31,45.11,0.82,4366.62,10,0,0,Neutral,55,Institutional Support
WRB,80.26,25.92,6.21,234.33,10,0,0,Neutral,65,Institutional Support
WST,97.8,0.59,3.5,71.46,10,0,0,Neutral,65,Institutional Support
WTW,99.57,0.25,3.42,94.71,10,0,0,Neutral,65,Institutional Support
WY,93.74,0.33,2.8,717.3,10,0,0,Neutral,70,Strong Institutional Support
WYNN,68.24,27.12,5.42,74.2,10,0,0,Neutral,60,Institutional Support
XEL,95.48,0.19,4.82,590.03,10,0,0,Neutral,65,Institutional Support
XOM,67.11,0.09,1.28,4167.34,10,0,0,Neutral,65,Institutional Support
XYL,96.17,0.21,1.49,242.87,10,0,0,Neutral,70,Strong Institutional Support
YUM,86.59,0.14,3.54,276.26,10,0,0,Neutral,65,Institutional Support
ZBH,100.5,0.15,5.47,197.71,10,0,0,Neutral,65,Institutional Support
ZBRA,101.4,0.68,3.18,50.21,10,0,0,Neutral,65,Institutional Support
ZTS,99.0,0.1,3.53,439.83,10,0,0,Neutral,65,Institutional Support
